step,pregunta,respuesta,esperado,nota_directa,tiempo,entropia,perplejidad,masa_acumulada_top_3,masa_notas,masa_no_notas,margen_logit,diferencia_probabilidad,top_3_vocabulario_json,top_3_notas_json
70,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La importancia de validar las entradas en el contesto de TDD está en que los test no pueden generar errores ni (si no recuerdo mal) estar duplicados, ya que esto generaría que las respuestas de la cobertura nos dieran pie a error ya que nos haría pensar que hay código que no se ejecuta porque no responde al test, cuando en realidad los tests están mal y no ejecutan el código. Esto se realciona directamente con la robustez del software ya que si se validan las entradas, los tests reflejarán bien el código ejecutado y nos ayudará a desarollar código suficiente, eficaz, ordenado y necesario.",2.0,4.0,20.085,0.11121938069457601,1.0801407969140897,0.9999726414680481,0.9999980665756967,1.933424303324216e-06,4.875,0.9797164238989353,"[{""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9872542023658752, ""es_nota"": true}, {""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.007537778466939926, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.005180634558200836, ""es_nota"": true}]","[{""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9872542023658752, ""logit"": 27.5}, {""nota"": 3, ""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.007537778466939926, ""logit"": 22.625}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.005180634558200836, ""logit"": 22.25}]"
71,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"TDD (Test Driven Development) es una metodología de desarrollo de software según la cual antes de empezar a programar se definen unos test o pruebas mínimas que deben superar. El proceso se divide en 3 fases: rojo, verde y refactor.  

La primera fase (rojo) es la definión de dichos test iniciales, los cuales marcan unos procesos o metas mínimas que debe cumplir el programa para cumplir su funcionamiento. Su nombre proviene del resultado que dan los test si se prueban en ese momento: rojo. Esto es debido a que en ese momento aún no se ha implementado un código que pueda superar dicho test.

La segunda fase (verde) es la implementación del código. En esta se escriben las funciones necesarias para que dichos test pasen las distintas pruebas. No deben ser perfecto, solo pasar el test (de ahí el nombre, el color que da el test aprobado).

Por último esta la fase de refactor o refactorización, tomando el nombre del proceso homónimo. En esta si se busca optimizar el código y mejorarlo, todo sin alterar ese estado verde del test conseguido en el paso anterior. Se podría decir que aquí es donde se alcanza esa calidad final.

En general, su importancia surge en productos acotados y de carácter empresarial, pues da una estructura robusta y con una especificación clara. Sin embargo, para productos más abiertos, esta metodología podría no tener sentido.",10.0,9.0,22.088,0.02291793776978486,1.0160123493448256,0.9999726414680481,0.999984883183947,1.511681605304016e-05,6.25,0.9959617705317214,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9978881478309631, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.0019263772992417216, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.00015812666970305145, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9978881478309631, ""logit"": 25.75}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.0019263772992417216, ""logit"": 19.5}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.00015812666970305145, ""logit"": 17.0}]"
72,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En un proceso tradicional, lo primero a realizar es el código de una funcionalidad. Tras llegar a un estado aceptable del mismo, se diseñan unas pruebas que definan una calidad mínima para este programa. Por otro lado, TDD funciona al revés, primero los test y luego el código, el cual se adapta a esos requerimientos iniciales.

Ambas técnicas son igual de válidas, peor cada una en su campo o enfoque. El TDD otorga una estabilidad y robusted que al estilo tradicional le costaría alcanzar, pero por contraparte limita el desarrollo en lo que se define inicialmente, reduciendo la flexibilidad de las funcionalidades. Por otro lado, el estilo tradicional da plena libertad al desarrollador de funcionabilidad para marcar las cotas de proyecto, pero por el contrario los test nunca serán tan precisos, pudiendo perder el enfoque de lo que se debe probar.",9.0,8.0,20.972,0.5305439965695661,1.444473760117314,0.999955952167511,0.9999805625556434,1.9437444356618094e-05,2.0,0.7614059969782829,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.8805794715881348, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.11917347460985184, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.00020302628399804235, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.8805794715881348, ""logit"": 25.375}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.11917347460985184, ""logit"": 23.375}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.00020302628399804235, ""logit"": 17.0}]"
73,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Lo primordial es seguir el proceso de red-green-refactor a raja tabla, complentando una fase antes de pasar a la siguiente, pues de no hacerlo el desarrollo perdería el sentido. Por otro lado, en TDD el peso del desarrollo recae principalmente en el desarrollo de los test, teniendo que programar todas las características que se quieran implementar antes tan siquiera de hacerlo.",5.0,7.0,20.019,0.6960321178697843,1.6200430129258436,0.9996514916419983,0.9999831761157072,1.682388429280479e-05,1.625,0.666978508234024,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.8305169939994812, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.16353848576545715, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.005595979746431112, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.8305169939994812, ""logit"": 26.25}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.16353848576545715, ""logit"": 24.625}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.005595979746431112, ""logit"": 21.25}]"
74,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas es probablemente una de las partes más básicas de TDD, pues se busca que el código solo reciba ciertos tipos de datos desde el primer momento, cumpliendo así con las especificaciones iniciales. Esta prueba inicial del dato logicamente otorga robusted al código, pues desde un primer momento nos encargamos de que solo acepte los datos que tengan sentido o con los que busquemos trabajar.",6.0,8.0,19.907,0.3877420596040655,1.3083441308341377,0.9999921917915344,0.9999938904934503,6.109506549667465e-06,2.5,0.8482695296406746,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9241264462471008, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.07585691660642624, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 8.794303539616521e-06, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9241264462471008, ""logit"": 26.0}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.07585691660642624, ""logit"": 23.5}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 8.794303539616521e-06, ""logit"": 14.4375}]"
75,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD es un ciclo en el que se propone escribir primero los tests de los requisitos y luego escribir el código que pase dicho test. Este ciclo empieza con una fase roja donde el test está en rojo ya que el código aún no está desarrollado. Luego, se pasa a la fase verde donde se implementa el mínimo código para que esté verde el test. Y para finalizar, pasa a la fase refactor donde refactorizas el código para optimizarlo. Por ejemplo, para refactorizar el código puedes cambiar el nombre de las variables a unos nombres más descriptivos. Este ciclo contiene una series de ventajas que conllevan la importancia en el desarrollo de software.",7.0,9.0,20.741,0.05974623827497202,1.0422824132601873,0.9999588131904602,0.9999782362903225,2.1763709677546927e-05,5.125,0.9875941458158195,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9935017228126526, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.005907576996833086, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.0005494902725331485, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9935017228126526, ""logit"": 26.0}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.005907576996833086, ""logit"": 20.875}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.0005494902725331485, ""logit"": 18.5}]"
76,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Por un lado, el enfoque tradicional proponía escribir primero el código y luego los tests. Por otro lado, el enfoque TDD escribe primero los tests y luego los códigos. En el enfoque tradicional, los tests servían como comprobación del código y podían a llegar a ser prescindibles. Sin embargo, en el enfoque TDD son imprescindibles los tests ya que sin ellos no se desarrolla el software.",9.0,9.0,20.043,0.17596446934323748,1.1297193915270798,0.9999668598175049,0.9999876138631929,1.2386136807096548e-05,3.75,0.9524283427745104,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9753667712211609, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.022938428446650505, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0016616543289273977, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9753667712211609, ""logit"": 26.375}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.022938428446650505, ""logit"": 22.625}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0016616543289273977, ""logit"": 20.0}]"
77,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Una buena práctica en TDD es desarrollar métodos con AAA (Arrange-Act-Assert). Mediante el empleo de AAA en el código de una clase mantienes un orden y diseño de código óptimo. Por ejemplo, en una función de sumar dos números primero (arrange) declaras las variables, luego (act) operas con ellas y finalizas (assert) con el resultado. Por otro lado, otra buena práctica es escribir nombres de clases, variables, métodos descriptivos. Por ejemplo, método escenario resultado: add_dividirPorCero_lanzarExcepcion.",5.0,7.0,20.231,0.11732730740538486,1.0847234745359955,0.9999818205833435,0.9999914938713943,8.50612860570088e-06,4.25,0.9709821175783873,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.985032856464386, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.014050738885998726, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.000898233731277287, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.985032856464386, ""logit"": 26.5}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.014050738885998726, ""logit"": 22.25}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.000898233731277287, ""logit"": 19.5}]"
78,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Dentro de nuestro software tenemos excepciones que debemos evitar, por ejemplo, en una división que no se divida por cero. Dentro del enfoque TDD, es vital validar las entradas para que en el método organizado por AAA podamos pasar a la parte assert sin tener que actuar con la entrada inválida en la parte act. Esto deriva en un software robusto donde maneja las excepciones sin crear errores en nuestro software.",7.0,8.0,20.084,0.7258941324605566,1.6539253644353784,0.9999899864196777,0.9999911295642022,8.870435797780907e-06,1.375,0.5963624715805054,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.7981719374656677, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.20180946588516235, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 8.607029485574458e-06, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.7981719374656677, ""logit"": 25.5}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.20180946588516235, ""logit"": 24.125}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 8.607029485574458e-06, ""logit"": 14.0625}]"
79,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El TDD (Tests-Driven Developement) es una metodología de desarrollo software que sigue un ciclo el cual es: RED (probamos que los tests fallan), VERDE (Probamos que los tests funcionen con el código más simple posible) y por último REFACTOR (En el cual mejoramos la calidad de los tests una vez ya funcionan).

Es importante ya que nos ayuda a reducir la cantidad de debugs y a la simplificación de código.",7.0,8.0,19.965,0.25259460216825735,1.1913477583806653,0.9999812841415405,0.9999907595284376,9.240471562366182e-06,3.125,0.9157832227647305,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9578690528869629, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.04208583012223244, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 2.6376314053777605e-05, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9578690528869629, ""logit"": 25.75}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.04208583012223244, ""logit"": 22.625}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 2.6376314053777605e-05, ""logit"": 15.25}]"
80,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Enfoque tradicional:

* Primero realiza el código y luego los tests.

* Usa los tests a modo de verificación.

* Es reactivo.

* Los tests no son obligatorios, son opcionales.

TDD:

* Primero realiza los tests y a continuación el código.

* Usa los tests a modo de especificación.

* Es proactivo.

* Los tests son obligatorios.",10.0,10.0,20.074,0.209783050982426,1.156514256990093,0.9999980926513672,0.9999986394201498,1.3605798502291933e-06,3.375,0.9338216334581375,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9669073820114136, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.03308574855327606, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 4.925166194880148e-06, ""es_nota"": true}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9669073820114136, ""logit"": 27.125}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.03308574855327606, ""logit"": 23.75}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 4.925166194880148e-06, ""logit"": 14.9375}]"
81,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Para llevar a cabo unas buenas prácticas en el TDD debemos hacer uso de la metodología FIRST la cual consta con cinco puntos clave:

* Fast (F): Los tests funcionan con rapidez.

* Independency (I): Los tests deben de ser independientes entre si.

* Repeteable (R): Los tests deben realizar el mismo funcionamiento y de igual manera en cualquier entorno.

* Self-Validation (S): Tienen una validación propia para saber si funcionan o no.

* Timely (T): 

Su mpacto de calidad en el software es la mejora de código, la reducción de debugging, documentación viva, etc.",6.0,7.0,20.697,0.1951580073941172,1.14484954037872,0.999964714050293,0.9999788381886578,2.1161811342151893e-05,4.125,0.958901846781373,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9746556878089905, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.015753841027617455, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.009555188938975334, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9746556878089905, ""logit"": 26.375}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.015753841027617455, ""logit"": 22.25}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.009555188938975334, ""logit"": 21.75}]"
82,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas es clave para tener un código consistente y que no de marguen a errores imprevisto o respuestas no esperadas, de esta manera impedimos que el sistema reciba algo para lo cual no está entrenado dando un mal servicio.",5.0,6.0,19.482,0.08159615652856744,1.0581881422522739,0.9999857544898987,0.9999910696662316,8.930333768364385e-06,4.625,0.9803947247564793,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9901013374328613, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.009706612676382065, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.00017778280016500503, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9901013374328613, ""logit"": 26.75}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.009706612676382065, ""logit"": 22.125}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.00017778280016500503, ""logit"": 18.125}]"
83,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (Test Driven Development) describe el ciclo tomado por la metodología de desarrollo de software conocida como TDD. Este ciclo tiene tres pasos principales: Red, Green, Refactor.

El primer paso, Red, consiste en escribir un test que fallé (ya que el código fuente no esta implementado).

Luego, en el paso Green, se escribe el código mínimo para superar el test.

Por último, en el paso Refactor, se mejora el código de la fase previa manteniendo los tests verdes. 

Es decir, el ciclo TDD tiene la siguiente secuencia: Red --> Green --> Refactor.

Siendo TDD una metodología de desarrollo de software, este ciclo es importante para llevar a cabo dicha metodología para trabajar con un test first approach en el desarrollo de un proyecto. Este método de trabajo facilita la detección temprana de bugs, la identificación de fallos, mejora el diseño del código, y sirve como una manera segura y predecible de desarrollar software.",10.0,10.0,21.291,0.0006527568282734689,1.0004525589290154,0.9999998211860657,0.9999996559299587,3.4407004134706654e-07,10.125,0.9999195243763097,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999595880508423, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 4.006367453257553e-05, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 1.8553164693457802e-07, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999595880508423, ""logit"": 27.25}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 4.006367453257553e-05, ""logit"": 17.125}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 2.1939980943130877e-09, ""logit"": 7.3125}]"
84,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"La metodología de desarrollo de software conocida como TDD (Test Driven Development) tiene como base el desarrollo guiado por tests. En este enfoque, los tests son obligatorios, el desarrollo se basa en dichos tests, y los tests sirven como especificación. Primero se escriben los tests, y luego el código fuente.

En un enfoque tradicional de testing en el desarrollo de software, primero se escribe el código y luego se verifica este código mediante los tests, al contrario que el enfoque visto en TDD. En un enfoque traidicional, los tests no son obligatorios y sirven como verificación del código, no como especificación.",10.0,10.0,20.895,0.002505462691177441,1.0017381632579692,0.9999998807907104,0.9999997254280925,2.7457190754365257e-07,8.625,0.9996406448772177,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9998201727867126, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.00017952790949493647, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 1.6370826472211775e-07, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9998201727867126, ""logit"": 27.25}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.00017952790949493647, ""logit"": 18.625}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 1.3437992052445225e-08, ""logit"": 9.125}]"
85,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Existen varias buenas prácticas en TDD. Entre estas se encuentran:

* La nomenclatura de los tests que deben ser descriptivos en cuanto a que se esta testeando y que resultado se espera

* Cada test debe ser independiente. Es decir, se considera buena práctica hacer más tests que verifican funcionalidades individuales y no agrupar varias verificaciones en un mismo test.

* En el paso Green, escribir el código mínimo que cumpla un test.

* En el paso Refactor, mejorar el código de la fase previa sin alterar su funcionalidad. Esto podría ser mejorar la estructura del proyecto (separación de carpetas, etc.), optimizar algortimos, añadir validaciones, etc.

En relación con la calidad del software, seguir estas y otras buenas prácticas dentro de la metodología TDD garantizan un código mas modular, legible y fiable durante su desarrollo.",8.0,9.0,20.949,0.008624234250734502,1.0059957667386115,0.9999808073043823,0.9999878116331425,1.2188366857457389e-05,7.75,0.9989165698352735,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9993470311164856, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.00043046128121204674, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.00020333551219664514, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9993470311164856, ""logit"": 25.5}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.00043046128121204674, ""logit"": 17.75}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.00020333551219664514, ""logit"": 17.0}]"
86,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"En el contexto de TDD (Test Driven Development), la validación de entradas es crucial para el desarrollo y la robustez del software.

La validación de entradas minimiza la aparición de errores, excepciones a base de casos edge y optimiza la seguridad, fiabilidad y robustez del software.",6.0,7.0,19.326,0.3886848758680407,1.3091994268184046,0.9999887347221375,0.9999940583477048,5.941652295171629e-06,2.5,0.8482154160737991,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.924067497253418, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.07585208117961884, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 6.916814891155809e-05, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.924067497253418, ""logit"": 26.375}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.07585208117961884, ""logit"": 23.875}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 6.916814891155809e-05, ""logit"": 16.875}]"
87,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"TDD tiene estas fases:

-Rojo: hacer un test que falle.

-Verde: hacer que el test salga verde (que no de errores) con la minima implementacion de codigo.

-Refactor: mejorar los test manteniendo el verde en los test.

Tiene bastante importancia en el desarrollo de software ya que de esta forma nos vamos enterando al instante de los errores en los test.",6.0,8.0,20.183,0.04110298926183128,1.0289001550756103,0.9999932050704956,0.9999946820264553,5.317973544749499e-06,5.5,0.991652054246515,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9957213401794434, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.004069285932928324, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.00020259780285414308, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9957213401794434, ""logit"": 26.625}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.004069285932928324, ""logit"": 21.125}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.00020259780285414308, ""logit"": 18.125}]"
88,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Diferencias:

-TDD empieza haciendo los test y después el código y el tradicional empieza por el código y después hace los test.

-TDD tiene un código preventivo y el tradicional proactivo.

-TDD utiliza menos código.",4.0,5.0,19.986,1.319552633968685,2.4958870269290916,0.9991418123245239,0.9999902334432136,9.766556786416913e-06,1.125,0.4277472645044327,"[{""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.6333735585212708, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.20562629401683807, ""es_nota"": true}, {""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.16014191508293152, ""es_nota"": true}]","[{""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.6333735585212708, ""logit"": 26.125}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.20562629401683807, ""logit"": 25.0}, {""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.16014191508293152, ""logit"": 24.75}]"
89,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"-Empezar haciendo un test que salga rojo(error).

-Modificar el test rojo con la menor implementación de codigo para que salga verde(funciona).

-Refactor: mejorar la calidad del test verde.

Esto tiene bastante impacto en la calidad del software ya que todo el código está de manera eficiente y nos permite darnos cuenta de los errores al momento.",4.0,8.0,19.848,0.04677313852067474,1.0329519448773234,0.9999907612800598,0.9999943916510842,5.608348915830952e-06,5.5,0.9911495037376881,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9952167272567749, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.004067223519086838, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.0007067773840390146, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9952167272567749, ""logit"": 26.5}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.004067223519086838, ""logit"": 21.0}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.0007067773840390146, ""logit"": 19.25}]"
90,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas sirve para comprobar duplicaciones o errores, manteniendo la robustez del software.

Por ejemplo si hay un error de entrada o una duplicación eso dará error, perjudicando la robustez del software.",4.0,4.0,19.177,0.19443574317858558,1.144276531612055,0.9999921917915344,0.9999984291086755,1.5708913244649736e-06,3.5,0.9411294981837273,"[{""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9704340696334839, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.029304571449756622, ""es_nota"": true}, {""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0002535342064220458, ""es_nota"": true}]","[{""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9704340696334839, ""logit"": 27.0}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.029304571449756622, ""logit"": 23.5}, {""nota"": 3, ""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0002535342064220458, ""logit"": 18.75}]"
