step,pregunta,respuesta,salida,esperado,tiempo
68,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Si comparamos TDD con un enfoque tradicional (EF) de testing podemos ver que:

* En TDD se hacen primero los tests y después el código, y en el EF se hace primero el código y después el test.

* En TDD se usan los test (como prerequisito) para ir desarollando el código y que este los pase, y en el EF se van desarollando los test para lograr que pasen el código.

* TDD es proactivo y el EF es reactivo.",<ACEPTABLE><turn|>,10.0,7.348825454711914
69,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas en TDD son aquellas que inician el desarrollo de código una vez desarrollados los tests, por lo que lo primero es hacer estos. A su vez, escribir el menor código posible para pasar de fase roja a verde, y en la fase refactor no volver al rojo, sino mantenerse en verde, mientras mejoramos el código. Esto hace que el código sea lo más eficiente posible y claro.",<ACEPTABLE><turn|>,9.0,6.680432081222534
70,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La importancia de validar las entradas en el contesto de TDD está en que los test no pueden generar errores ni (si no recuerdo mal) estar duplicados, ya que esto generaría que las respuestas de la cobertura nos dieran pie a error ya que nos haría pensar que hay código que no se ejecuta porque no responde al test, cuando en realidad los tests están mal y no ejecutan el código. Esto se realciona directamente con la robustez del software ya que si se validan las entradas, los tests reflejarán bien el código ejecutado y nos ayudará a desarollar código suficiente, eficaz, ordenado y necesario.",<INSUFICIENTE><turn|>,2.0,7.576917409896851
71,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"TDD (Test Driven Development) es una metodología de desarrollo de software según la cual antes de empezar a programar se definen unos test o pruebas mínimas que deben superar. El proceso se divide en 3 fases: rojo, verde y refactor.  

La primera fase (rojo) es la definión de dichos test iniciales, los cuales marcan unos procesos o metas mínimas que debe cumplir el programa para cumplir su funcionamiento. Su nombre proviene del resultado que dan los test si se prueban en ese momento: rojo. Esto es debido a que en ese momento aún no se ha implementado un código que pueda superar dicho test.

La segunda fase (verde) es la implementación del código. En esta se escriben las funciones necesarias para que dichos test pasen las distintas pruebas. No deben ser perfecto, solo pasar el test (de ahí el nombre, el color que da el test aprobado).

Por último esta la fase de refactor o refactorización, tomando el nombre del proceso homónimo. En esta si se busca optimizar el código y mejorarlo, todo sin alterar ese estado verde del test conseguido en el paso anterior. Se podría decir que aquí es donde se alcanza esa calidad final.

En general, su importancia surge en productos acotados y de carácter empresarial, pues da una estructura robusta y con una especificación clara. Sin embargo, para productos más abiertos, esta metodología podría no tener sentido.",<EXCELENTE><turn|>,10.0,9.679095268249512
72,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En un proceso tradicional, lo primero a realizar es el código de una funcionalidad. Tras llegar a un estado aceptable del mismo, se diseñan unas pruebas que definan una calidad mínima para este programa. Por otro lado, TDD funciona al revés, primero los test y luego el código, el cual se adapta a esos requerimientos iniciales.

Ambas técnicas son igual de válidas, peor cada una en su campo o enfoque. El TDD otorga una estabilidad y robusted que al estilo tradicional le costaría alcanzar, pero por contraparte limita el desarrollo en lo que se define inicialmente, reduciendo la flexibilidad de las funcionalidades. Por otro lado, el estilo tradicional da plena libertad al desarrollador de funcionabilidad para marcar las cotas de proyecto, pero por el contrario los test nunca serán tan precisos, pudiendo perder el enfoque de lo que se debe probar.",<ACEPTABLE><turn|>,9.0,8.133219242095947
73,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Lo primordial es seguir el proceso de red-green-refactor a raja tabla, complentando una fase antes de pasar a la siguiente, pues de no hacerlo el desarrollo perdería el sentido. Por otro lado, en TDD el peso del desarrollo recae principalmente en el desarrollo de los test, teniendo que programar todas las características que se quieran implementar antes tan siquiera de hacerlo.",<ACEPTABLE><turn|>,5.0,6.732353448867798
74,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas es probablemente una de las partes más básicas de TDD, pues se busca que el código solo reciba ciertos tipos de datos desde el primer momento, cumpliendo así con las especificaciones iniciales. Esta prueba inicial del dato logicamente otorga robusted al código, pues desde un primer momento nos encargamos de que solo acepte los datos que tengan sentido o con los que busquemos trabajar.",<ACEPTABLE><turn|>,6.0,6.764058589935303
75,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD es un ciclo en el que se propone escribir primero los tests de los requisitos y luego escribir el código que pase dicho test. Este ciclo empieza con una fase roja donde el test está en rojo ya que el código aún no está desarrollado. Luego, se pasa a la fase verde donde se implementa el mínimo código para que esté verde el test. Y para finalizar, pasa a la fase refactor donde refactorizas el código para optimizarlo. Por ejemplo, para refactorizar el código puedes cambiar el nombre de las variables a unos nombres más descriptivos. Este ciclo contiene una series de ventajas que conllevan la importancia en el desarrollo de software.",<ACEPTABLE><turn|>,7.0,7.508407831192017
76,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Por un lado, el enfoque tradicional proponía escribir primero el código y luego los tests. Por otro lado, el enfoque TDD escribe primero los tests y luego los códigos. En el enfoque tradicional, los tests servían como comprobación del código y podían a llegar a ser prescindibles. Sin embargo, en el enfoque TDD son imprescindibles los tests ya que sin ellos no se desarrolla el software.",<ACEPTABLE><turn|>,9.0,6.674593687057495
77,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Una buena práctica en TDD es desarrollar métodos con AAA (Arrange-Act-Assert). Mediante el empleo de AAA en el código de una clase mantienes un orden y diseño de código óptimo. Por ejemplo, en una función de sumar dos números primero (arrange) declaras las variables, luego (act) operas con ellas y finalizas (assert) con el resultado. Por otro lado, otra buena práctica es escribir nombres de clases, variables, métodos descriptivos. Por ejemplo, método escenario resultado: add_dividirPorCero_lanzarExcepcion.",<ACEPTABLE><turn|>,5.0,7.389673948287964
78,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Dentro de nuestro software tenemos excepciones que debemos evitar, por ejemplo, en una división que no se divida por cero. Dentro del enfoque TDD, es vital validar las entradas para que en el método organizado por AAA podamos pasar a la parte assert sin tener que actuar con la entrada inválida en la parte act. Esto deriva en un software robusto donde maneja las excepciones sin crear errores en nuestro software.",<ACEPTABLE><turn|>,7.0,6.734741926193237
79,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El TDD (Tests-Driven Developement) es una metodología de desarrollo software que sigue un ciclo el cual es: RED (probamos que los tests fallan), VERDE (Probamos que los tests funcionen con el código más simple posible) y por último REFACTOR (En el cual mejoramos la calidad de los tests una vez ya funcionan).

Es importante ya que nos ayuda a reducir la cantidad de debugs y a la simplificación de código.",<ACEPTABLE><turn|>,7.0,6.778424263000488
80,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Enfoque tradicional:

* Primero realiza el código y luego los tests.

* Usa los tests a modo de verificación.

* Es reactivo.

* Los tests no son obligatorios, son opcionales.

TDD:

* Primero realiza los tests y a continuación el código.

* Usa los tests a modo de especificación.

* Es proactivo.

* Los tests son obligatorios.",<ACEPTABLE><turn|>,10.0,6.7448647022247314
81,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Para llevar a cabo unas buenas prácticas en el TDD debemos hacer uso de la metodología FIRST la cual consta con cinco puntos clave:

* Fast (F): Los tests funcionan con rapidez.

* Independency (I): Los tests deben de ser independientes entre si.

* Repeteable (R): Los tests deben realizar el mismo funcionamiento y de igual manera en cualquier entorno.

* Self-Validation (S): Tienen una validación propia para saber si funcionan o no.

* Timely (T): 

Su mpacto de calidad en el software es la mejora de código, la reducción de debugging, documentación viva, etc.",<ACEPTABLE><turn|>,6.0,7.422378301620483
82,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas es clave para tener un código consistente y que no de marguen a errores imprevisto o respuestas no esperadas, de esta manera impedimos que el sistema reciba algo para lo cual no está entrenado dando un mal servicio.",<ACEPTABLE><turn|>,5.0,6.6266233921051025
83,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (Test Driven Development) describe el ciclo tomado por la metodología de desarrollo de software conocida como TDD. Este ciclo tiene tres pasos principales: Red, Green, Refactor.

El primer paso, Red, consiste en escribir un test que fallé (ya que el código fuente no esta implementado).

Luego, en el paso Green, se escribe el código mínimo para superar el test.

Por último, en el paso Refactor, se mejora el código de la fase previa manteniendo los tests verdes. 

Es decir, el ciclo TDD tiene la siguiente secuencia: Red --> Green --> Refactor.

Siendo TDD una metodología de desarrollo de software, este ciclo es importante para llevar a cabo dicha metodología para trabajar con un test first approach en el desarrollo de un proyecto. Este método de trabajo facilita la detección temprana de bugs, la identificación de fallos, mejora el diseño del código, y sirve como una manera segura y predecible de desarrollar software.",<EXCELENTE><turn|>,10.0,8.306684732437134
84,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"La metodología de desarrollo de software conocida como TDD (Test Driven Development) tiene como base el desarrollo guiado por tests. En este enfoque, los tests son obligatorios, el desarrollo se basa en dichos tests, y los tests sirven como especificación. Primero se escriben los tests, y luego el código fuente.

En un enfoque tradicional de testing en el desarrollo de software, primero se escribe el código y luego se verifica este código mediante los tests, al contrario que el enfoque visto en TDD. En un enfoque traidicional, los tests no son obligatorios y sirven como verificación del código, no como especificación.",<EXCELENTE><turn|>,10.0,7.394724607467651
85,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Existen varias buenas prácticas en TDD. Entre estas se encuentran:

* La nomenclatura de los tests que deben ser descriptivos en cuanto a que se esta testeando y que resultado se espera

* Cada test debe ser independiente. Es decir, se considera buena práctica hacer más tests que verifican funcionalidades individuales y no agrupar varias verificaciones en un mismo test.

* En el paso Green, escribir el código mínimo que cumpla un test.

* En el paso Refactor, mejorar el código de la fase previa sin alterar su funcionalidad. Esto podría ser mejorar la estructura del proyecto (separación de carpetas, etc.), optimizar algortimos, añadir validaciones, etc.

En relación con la calidad del software, seguir estas y otras buenas prácticas dentro de la metodología TDD garantizan un código mas modular, legible y fiable durante su desarrollo.",<EXCELENTE><turn|>,8.0,8.209475994110107
86,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"En el contexto de TDD (Test Driven Development), la validación de entradas es crucial para el desarrollo y la robustez del software.

La validación de entradas minimiza la aparición de errores, excepciones a base de casos edge y optimiza la seguridad, fiabilidad y robustez del software.",<ACEPTABLE><turn|>,6.0,6.673135042190552
87,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"TDD tiene estas fases:

-Rojo: hacer un test que falle.

-Verde: hacer que el test salga verde (que no de errores) con la minima implementacion de codigo.

-Refactor: mejorar los test manteniendo el verde en los test.

Tiene bastante importancia en el desarrollo de software ya que de esta forma nos vamos enterando al instante de los errores en los test.",<ACEPTABLE><turn|>,6.0,6.722290754318237
88,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Diferencias:

-TDD empieza haciendo los test y después el código y el tradicional empieza por el código y después hace los test.

-TDD tiene un código preventivo y el tradicional proactivo.

-TDD utiliza menos código.",<INSUFICIENTE><turn|>,4.0,6.9331958293914795
89,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"-Empezar haciendo un test que salga rojo(error).

-Modificar el test rojo con la menor implementación de codigo para que salga verde(funciona).

-Refactor: mejorar la calidad del test verde.

Esto tiene bastante impacto en la calidad del software ya que todo el código está de manera eficiente y nos permite darnos cuenta de los errores al momento.",<ACEPTABLE><turn|>,4.0,6.685529470443726
90,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validación de entradas sirve para comprobar duplicaciones o errores, manteniendo la robustez del software.

Por ejemplo si hay un error de entrada o una duplicación eso dará error, perjudicando la robustez del software.",<INSUFICIENTE><turn|>,4.0,6.764128923416138
91,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD es una manejar de probar el código a base de tests, primero se ejecutan los tests y luego el código, para ello se hace uso de 3 fases:

-Test rojo: Se ejecutan los test para que falle

-Test verde: Se añade el código mínimo para que los test pasen

-Refactor: Mejoras el código del test, este debe seguir pasando.

Es importante para el desarrollo ya que al corregir primero los test cuando  han fallado con lo mínimo, cuando haces el refactor mejoras esto y minimizas riesgos de error.",<ACEPTABLE><turn|>,6.0,7.345276832580566
92,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"* TDD primero reliza los test y luego el código, mientras que el tradicional, lo realiza al reves, primero el código y luego los tests.

* TDD contiene menor código",<INSUFICIENTE><turn|>,4.0,6.053085565567017
93,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"* En la fase de test verde, escribir la menor cantidad de código posible

* En la fase de test rojo no pasar los tests

* En la fase de refactor, mejorar el código del verde para mejorar su rendimiento

Estas buenas prácticas, son las que suponen el correcto funcionamiento de este método, y si se realizan correctamente esto supone un código más eficiente y claro ya que al ir mejorando poco a poco vas a saber posibles errores.

Un ejemplo que demuestra esto es, al pasar de la fase verde a refactor, si un test te da error al mejorarlo, sabes que el problema es en el test, no en el código",<ACEPTABLE><turn|>,5.0,7.392038106918335
94,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Validar las entradas es muy necesario, ya que los test TDD no pueden estar duplicados o tener erorres, si esto sucediera, el test daría error y no por el código que analizamos con el test, si no por el propio test. Esta da una gran robustez al sotfware porque el programador confia en el valor de los tests existentes",<INSUFICIENTE><turn|>,2.0,6.807477235794067
95,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"Test-driven development es una metodólogía de desarrollo basada en los test, en esta se desarrollan las pruebas antes que el codigo de poducción. Esta metodologia sigue el ciclo red->green->refactor, primero se desarrolla un test que de error(red), sin el cual no podremos empezar a desarrollar el código de producción, despues se desarrollan tests que corran de manera general y a grandes rasgos (green) y por último se mejora la cobertura del codigo y la estructura de la clase test (Refactor).

 

Su importancia se basa en que reducir el codigo de produccion, solo se escribe lo necesario.",<ACEPTABLE><turn|>,5.0,7.3702521324157715
96,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Tradicional: Las Clases test son creadas despues de produccion, test reactivos, tests basados en el código de producción.

TDD: Las clases test son creadas antes que código de procuccion, tests proactivos, código de producción guiado por tests.",<ACEPTABLE><turn|>,9.0,6.692183494567871
97,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"FIRST

Fast: Tests rápidos.

Independency: Los tests deben ser independientes.

Repeteable: Los tests deben funcionar en cualquier entorno.
Self-verified: Los tests muestran claramente si pasan o no.
Timely: Tests escritos en el momento preciso.

La calidad del software se ve afectada debido a que esto es lo necesario para que las pruebas sean eficientes(Fast), que los tests no impacten unos con otros (independency), poder trasladar las pruebas a otros entornos(Repeteable), evitar confusiones (Self-verified)",<ACEPTABLE><turn|>,6.0,7.483426094055176
98,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Las entradas deben ser validadas debido a que existirán parámetros en los que no cualquier tipo de dato será admitido, char, valores negativos... Esto dará robustez a un sistema ya que si por ejemplo el código espera un numero para operar con el y recibe una palabra este fallará.",<ACEPTABLE><turn|>,3.0,6.628420114517212
99,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD consiste en la elaboración de los tests antes del código en sí. Para ello, se pasa por 3 fases distintas:
1. Rojo: Elaboración inicial del test. En este paso salen errores, ya que el método aún no ha sido creado.

2. Verde: Se escribe el código que comprobarán los tests, de manera que estos ya funcionan.

3. Refactor: En esta fase se mejoran detalles de los tests, haciendo así que estos estén más completos, como dar nombres más precisos a las variables.

Gracias al método TDD, se obtienen códigos más completos y con un funcionamiento garantizado, ya que se deben contemplar la mayor cantidad de posibilidades a la hora de realizar los tests, asegurándose el programador de que no queden casos sin cubrir.",<ACEPTABLE><turn|>,9.0,7.5518105030059814
100,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"La diferencia principal entre el enfoque tradicional de testing y el TDD consiste en el momento de elaboración de los tests, ya que en el primero que escribe el código y luego el test, al contrario que en el segundo. Además, en el TDD se realizan tests de integración, mientras que el enfoque tradicional realiza tests unitarios. También hallamos una gran diferencia en cómo se realizan estos tests, ya que en el TDD contamos con 3 fases y en el tradicional sólo con 1.",<INSUFICIENTE><turn|>,5.0,6.874141216278076
101,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"El TDD tiene un gran impacto en la calidad el software, puesto que cuanto más se cubra con los test, menos posibilidad de error habrá. En cuanto a sus buenas prácticas,",<INSUFICIENTE><turn|>,3.0,6.046910762786865
102,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Es esencial que una de los tests realizados en la elaboración de TDD consista en la validación de las entradas, puesto que para llevar a cabo las sucesivas pruebas que permitan comprobar si el código es correcto, las entradas deben serlo. Por ejemplo, en caso de que el código consista en realizar una multiplicación, no sería válido el introducir una letra, puesto que no sería posible llevar a cabo la operación. Esto está relacionado con la robustez del software en el sentido de que el código no dará error simplemente por un fallo inconsciente del usuario.",<ACEPTABLE><turn|>,7.0,7.35866117477417
103,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El Test Driven Development es un ciclo de desarrollo de software donde se realizan las pruebas antes que el código, es decir, se utiliza un enfoque proactivo y preventivo, en vez del reactivo de los test normales. Estos test tienen tres tipos de resultados: 

* Rojo: El test da error ya que no está la parte del código sobre la que se realiza el test desarrollada

* Verde: Se ha realizado el mínimo de código para que pase el test

* Refactorización: Se mejora el código.",<ACEPTABLE><turn|>,9.0,6.749712944030762
104,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"El TDD es proactivo y preventivo, es decir, el código se basa en el test, al contrario que el enfoque tradicional donde tenemos reactivdad y el test basándose en el código.",<ACEPTABLE><turn|>,8.0,5.935120105743408
105,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Estructura dividida en tres pasos: preparacción, desarrollo y comparación.

Nomenclatura:  ()_parte afectado_resultado esperado",<INSUFICIENTE><turn|>,2.0,6.128178596496582
106,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD es una metodología de desarrollo de software en la que primero se hacen los test que evaluarán los métodos necesarios. Al ejecutarse los tests estosdarán error (red) debido a que no hay métodos, por lo que la siguiente fase consiste en crear los métodos de manera que los tests dejen de dar error (green) y solo dejen de dar error. Finalmente se mejora el código hasta obtener la versión final del método.

Su importancia reside en que con esta metodología se puede desarrollar un software mucho más organizado e independiente entre módulos, a parte de que los tests sirven de autodocumentación del propio código. Aunque esta métodologia también tiene limitaciones como que el desarrollo es más lento y se necesita un cambio de mentalidad en comparación al desarrollo normal si eres nuevo en la metodología.",<EXCELENTE><turn|>,9.0,7.530815839767456
107,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el TDD lo primero que se hacen son los tests de los métodos que se van a desarrollar y más adelante estos son desarrollados para eliminar el error que nos indique el test para finalmente perfeccionar el código.

En el enfoque tradicional lo normal es desarrollar primero el código para una vez terminado hacer los tests.",<ACEPTABLE><turn|>,8.0,6.618711948394775
108,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas más importantes son:

* El desarrollo primero de los tests.

* La independencia de los módulos entre sí.

* El determinismo de los tests (siempre se sepa que salida se espera).",<INSUFICIENTE><turn|>,7.0,6.698621511459351
109,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Es importante puesto que hay ciertas excepciones (como pueden ser la inserción de negativos o divisiones entre 0) que suelen ser olvidadas al final del desarrollo. Pero si lo primero que se hace antes de empezar a desarrollar código es tener en cuenta los tests que han de ser necesarios que pasen los métodos para que se pueda perfeccionar su desarrollo, estas excepciones no se te deberían olvidar",<ACEPTABLE><turn|>,7.0,6.65400767326355
110,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (test-driven-developmen) es una metodología de software consiste en una secuencia de tres fases que se utliliza para hacer pruebas unitarias.
La primera fase se llama la fase roja, donde el se escribe la prueba unitaria, pero no la clase que la ejecuta. Ejemplo: Queremos probar si 2+2 = 4 utlilizando la funcion sumar. En el test se escribirá la prueba, pero la función sumar no existirá. 
La segunda fase, es la fase verde, donde se implementa esa función o clase necesaria para que el test salga en verde. Continuando el ejemplo anterior, se implementaría la función sumar con dos argumentos.

La tercera fase, es la fase refractor, donde se añaden test y se mejora la clase o función con el objetivo de que lo test tengan mas cobertura. Ejemplo: Se añade la funcionalidad de sumar numeros negativos o se añade una excepción si en vez de un int se recibe un string",<ACEPTABLE><turn|>,8.0,8.251078844070435
111,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"TDD:

* Primero se realiza el test y luego la clase o función

* Test obligatorios

* Se basa en tres fases

* Test unitarios

Enfoque tracicional:

* Se realiza primero la clase y luego se ejecuta el test

* Test opcionales

*  Una sola fase

* Test unitarios o de componentes",<ACEPTABLE><turn|>,8.0,6.746154308319092
112,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas de TDD se basan en que con esta metodología, los test son obligatorios y por lo tanto el sistema una vez se saque a producción será mas fiable que uno que no ha utilizado esta metodología, además de estar separado en capas y ser bastante intuitivo.",<INSUFICIENTE><turn|>,3.0,6.7397332191467285
113,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,Validar entradas es un aspecto muy importante del TDD ya que la robsutez del software depende mayoritariamente de estas,<INSUFICIENTE><turn|>,2.0,6.036929368972778
114,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (test-driven development) se basa en: 

* Rojo: un codigo que falle (queremos que falle)

* Verde: codigo minimo que pase

* Refactor: mejorar el codigo manteniendo el codigo verde para que pase. Esa mejora puede ser: mejora de nombres de variables y métodos, eliminar duplicación, reorganizar estructura...

El TDD es valioso ya que es mucho más especifico que el testing tradicional. En el TDD primero va el test y luego el codigo, es proactivo, especifico.",<ACEPTABLE><turn|>,10.0,7.370854616165161
115,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Tradiconal

TDD

Primero codigo, luego test

Primero test, luego codigo

Activo

proactivo

Se basa en la referencia

Se basa en la especificacion

Puede ser opcional

Es obligatorio",<INSUFICIENTE><turn|>,9.0,6.783398151397705
116,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"* Seguir el ciclo: rojo, verde, refactor

* Definir primero el text y luego el código

* Tener una estructura organizada",<INSUFICIENTE><turn|>,5.0,6.030728816986084
117,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"El sistema es un software que va definido con nuestro test. Es indispensable validar las entradas que están parametrizadas para que nuestro sistema no falle. Al estar parametrizadas el valor se entrada varía según el valor que se le haya indicado en esa entrada concreta, por lo que no todas las entradas podrían ser iguales, por eso debemos ver si cada una de ellas pasan los tests.",<INSUFICIENTE><turn|>,6.0,6.786293029785156
118,Explica el ciclo TDD  y su importancia en el desarrollo de software.,El TDD (Test Driven Development) es un tipo de desarrollo en el cual se diseñan unos tests que debe pasar el programa sacados de los requisitos de dicho programa antes de hacer el programa en si. Estos tests apuntan a cubrir todos los requisitos del programa y evitar ningun error. Este tipo de desarrollo esta mas orientado a aplicaciones grandes y equipos experimentados puesto que puede suponer problematico y ralentizar el desarrollo en equipos sin experiencia o no ser util en aplicaciones que sean demos pequeñas o scripts simples,<ACEPTABLE><turn|>,4.0,6.69257926940918
119,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"El TDD enfoca a diseñar el codigo en torno a los tests en vez de hacer el codigo y luego testearlo. Permite asi un desarrollo con unos objetivos claros y evitar codigo inutil. Permite un codigo mas claro, al final evitando testeos internos.",<ACEPTABLE><turn|>,8.0,6.527658462524414
120,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Es importante en el TDD:

- No hacer tests repetidos

* Comprobar la mayor parte del codigo con los tests para comprobar todos los posibles errores(evitando el over testing)

* Que los tests sean coherentes con respecto a los requisitos del codigo y el entorno

* Tener una buena estructura en los tests, poniendoles nombres y mensajes de error claros, personalizados y evitando las variables magicas(variables con nombres no descriptivos

* Hacer tests independientes unos de otros de manera que se puedan validar las funciones de manera independientes",<ACEPTABLE><turn|>,7.0,7.310399293899536
121,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"La validacion de entradas permite comprobar que una entrada no va a romper el sistema, permitiendo asi cubrir los casos mas basicos que normalmente rompen el programa por completo. Se suelen desarrollar tests especificos para esta funcion en todos los programa e incluir en todas las funciones posibles.",<ACEPTABLE><turn|>,6.0,6.564109802246094
122,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD realiza pruebas unitarias por partes, dentro del codigo. Verificando de manera individual todo el proyecto fila a fila, sección a sección. Primero realiza un test en rojo, es decir un test que claramente falla pero que te indica el camino a seguir. Posteriormente tienes que conseguir que el test pase y se ponga verde. Luego ya en la fase refactor tienes que seguir avanzando con el codigo, manteniendo la luz verde en los tests.",<ACEPTABLE><turn|>,8.0,6.666206359863281
123,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,TDD primero te dice que tests quiere que tu programa pase y luego seguir desarrollando pasando esos mismos tests. Mientras que en el testing tradicional se realizan los tests una vez desarrollado el codigo que se va a someter a los tests.,<ACEPTABLE><turn|>,8.0,5.977512836456299
124,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,El uso de gitflow es una buena practica ya que generando ramas apartadas del master/main puedes ir avanzando y si en alguna parte del refactor fallan los tests puedes volver a la anterior version verificada. Esto aumenta la limpieza y la eficacia a la hora de desarrollar el programa que tiene posteriormente un impacto positivo en la calidad del software.,<INSUFICIENTE><turn|>,1.0,6.707028150558472
125,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,Al validar entradas te aseguras que la fluidez del sistema sea correcta y puedes evitar fallos con mas facilidad. Esto genera un software mas robusto ya que tienes mas cuidado y tienes mas en cuenta ciertas cosas a la hora de desarrollarlo.,<INSUFICIENTE><turn|>,6.0,6.790506839752197
126,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD se descompone en tres fases, la fase roja, la fase verde y la fase refactor.

La fase roja es en la que se hacen los test básicos sin tener el código hecho, de manera que el test salga entero rojo. La fase verde es en la que añadimos el código justo y necesario para que dichos tests pasen. Y la fase refactor es en la que se mejora el código pero asegurandonos de que los tests siguen verdes.

Este ciclo es importante a la hora del desarrollo de software porque haces el código necesario y paso a paso.",<ACEPTABLE><turn|>,8.0,7.342701435089111
127,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el TDD hacemos los tests antes que el código, por lo que el código se adapta a esos tests que hemos realizado, y un enfoque tradicional de testing hace el código antes que los tests. Por esto, el TDD asegura una mayor eficiencia en el código y un código más completo ya que tiene que adaptarse a los tests, en cambio, los tests tradicionales son los que adaptan los tests al código y puede quedar así un código menos completo.",<ACEPTABLE><turn|>,8.0,6.64250636100769
128,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas en el TDD son empezar por los tests, luego por un código muy simple, para luego mejorarlo en la última fase. El TDD tiene un impacto notable en la calidad del software ya que proporciona un código mucho más completo.",<INSUFICIENTE><turn|>,6.0,6.074154615402222
129,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Es importante comprobar las variables de entrada para no perder tiempo de ejecución ya que si son incompatibles o erróneas, el programa no debe funcionar. Por lo que la validación de datos hace que el software sea más robusto.",<INSUFICIENTE><turn|>,6.0,6.675265550613403
130,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD es una metodología que se utiliza en el desarrollo de software que consiste en tres fases: rojo, verde y refactor.

La fase rojo consiste en componer un test que va a fallar debido a que no existe codigo de producción que se pueda testear. La fase verde consiste que con el test que falla hacer el código mínimo para que pase el test. Por último en la fase de refactor se optimiza el código con el test en verde. Esto es muy importante para el desarrollo de software para APIs complejas o modelos de negocio.",<ACEPTABLE><turn|>,8.0,7.257329702377319
