Pregunta ID,Respuesta estudiante,Nota Profesor,Nota Agente (Ensamble),Diferencia,Rango de nota,Nota Conceptos (Exp 1),Nota Rango (Exp 2),Nota Directa (Exp 3)
Q675600740,"Es importante seguir el ciclo de tdd, (RED, GREEN, REFACTOR)

Para la escritura de los test es necesario basarse en los test unitarios. Estos test se les caracteriza por lo siguiente:

-abarcan pequeños fragmentos de código, es decir funciones.

-son test únicos ( no reutilizables

-son reutilizables

-suelen referirse a un solo requisito

-deben empezar en Rojo

 

Además de los test unitarios, se deben hacer pruebas de integración.

Con esto disminulle considerablemente la tasa de bugs, hace que el código sea más profesional, nos da herramientas útiles para la refactorización del código, además de que se evita la escritura del código inutil ya que con los test, se acota el desarrollo.",7,5,-2,<ACEPTABLE>,3.33,5,5
Q205293180,"La importancia de la validación de entradas en TDD es la acotación de las funciones, prevenir que variables con distintos formatos esperados nos arruinen los test y comprobar que las funciones tengan los valores necesarios para su correcto funcionamiento. Esto a su vez hace que se acote por independiente las funciones.",7,4,-3,<ACEPTABLE>,3.33,5,4
Q799823558,"El TDD comparado a un enfoque tradicional de testing en el desarrollo de software difiere en varias metodologías y procesos de desarrollo:

En el TDD el codigo se crea a partir de tests previamente creados (los tests son lo inicial y lo importante)
En un enfoque tradicional los tests van después del codigo ya creado.

En el TDD se prioriza la cobertura general del codigo (que todos los caminos del codigo tomen parte dentro de los tests).
En un enfoque tradicional esto puede no ser asi, y puede carecer de tests suficientes para cubrir todo el codigo.

El TDD pasa por varias fases para garantizar el buen desarrollo del codigo, a partir de los tests (fase inicial de test rojos, fase de codigo con tests verdes y refactorizacion de codigo donde se mejora el codigo y los tests siguen verdes)
En un enfoque tradicional el codigo es lo primero y se mejora sin tener en cuenta las guias de los tests",10,7,-3,<ACEPTABLE>,5.71,5,7
Q004474161,"El ciclo TDD, es una metodología de desarrollo de software que se basa en la producción de tests para la reducción de bugs y problemas a la hora del desarrollo.
Este consta de 3 fases:
- La primera fase en la que se crean los tests antes que el código (al no haber código para los tests, los resultados salen en rojo y los tests fallan)
-La segunda fase en la que se crea el código en base a los tests previamente creados (ahora los tests salen en verde y pasan)
-La tercera fase donde se refactoriza, se mejora el codigo ya escrito manteniendo los tests en verde.",9,4,-5,<ACEPTABLE>,4.44,5,4
Q675600740,"Algunas buenas practicas en TDD pueden ser:

* Variacion en los tipos de tests

* Tests unitarios y end to end

* Refactorizacion de codigo a partir de tests

* Cobertura general del codigo por encima del 70%

Estas practicas tienen un gran impacto en la calidad del software al probar todo tipo de combinaciones y tests para todo tipo de situaciones asi como probar todos los metodos, branches y componentes solitarios del codigo para asegurarse que cada parte del codigo funciona de forma correcta.

La cobertura general asegura que al menos el 70% del codigo esta testeado y por ende hay una mayoria libre de errores/bugs aunque los tests en verde no aseguren al 100% que no haya bugs",6,7,1,<BUENO>,5,7.5,7
Q205293180,"La validación de entradas en el contexto de TDD, es realmente importante ya que cualquier zona del código que permita el input/entrada es potencialmente una brecha de seguridad que debe ser testeada de distintas formas para confirmar que es seguro mantener una entrada allí.

Esto naturalmente conlleva a un software mas robusto y seguro.",7,7,0,<ACEPTABLE>,3.33,5,7
Q004474161,"El ciclo TDD (Test Driven Development) es una manera de realizar proyectos de informatica que implican y tienen una parte muy importante de programacion. Su ciclo es:

-red: En este punto se ha hecho un test el cual no pasa las pruebas correspondientes

-green: En este punto se ha hecho el minimo codigo necesario como para que se pase el test 

-refactor: Aquí se implementa de una manera mas profunda y detallada codigo para que pase los diferentes test, ademas de que sea profesional, y este bien organizado y estructurado. 

El TDD no deja de ser una manera de implementar software, pero se basa en hacer tests que vamos mejorando e implementando para que así el codigo este bien implementado, sin errores y cubriendo cualquier posibilidad ante algun problema. Es muy importante en el desarrollo de software ya que con esto nos aseguramos de que el codigo que vamos implementando, es estable correcto y no van a surgir fallos posteriormente; estando el codigo lo mas cubierto posible.",7,7,0,<ACEPTABLE>,6.67,5,7
Q799823558,"TDD nos permite validar y comprobar todas las partes de nuestro codigo, ya que todo lo que vamos haciendo parte de los diferentes tests que se van desarrollando e implementando; y a medida que vamos avanzando se alcanza una mayor cobertura y estabilidad en nuestro codigo. 

Esto es diferente de otras maneras de desarrollo tradicional como incremental o XP (Extreme Programing), ya que en estos enfoques se busca hacer el codigo y que haya cierta cobertura pero sin embargo no es el enfoque principal a la hora de programar. Ya que en estas metodologías se va programando de una manera tradicional podriamos decir y una vez ya este el codigo realizado se da comienzo a la parte de tests, y es aquí donde se marca la diferencia con TDD ya que en esta metodología se parte siempre teniendo en cuenta los tests y para dar la mayor cobertura al codigo posible.",9,4,-5,<ACEPTABLE>,4.29,5,4
Q675600740,"Entre las buenas prácticas del TDD tenemos, utilizar diferentes herramientas como hemos visto en las diferentes prácticas es decir no solo hacer por ejemplo tests con JUnit 5 sino llevarlo mas hayá y implementar mas herramientas de testing como JaCoCo o MockMvc que son algunas de las que hemos visto. Otras herramientas que tambien nos pueden ayudar son Thunder Client o Postam, nose si estas se conssideran herramientas de tests pero no dejan de ser dos herramientas que nos permiten probar el codigo antes de tener que ejecutarlo y probar y tienen como consecuencia otra buena práctica que es probar que el codigo realizado cumpla con su funcionalidad antes de llevarlo a produccion. 

Si continuamos con buenas practicas, tambien debemos de aplicar conceptos básicos a la hora de programacion como SOLID o SMART. Esto es una buena practica generica a la hora de programar pero no deja de influir a la hora de hacer TDD ya que el codigo debe de estar bien organizado e implementado. 
Por ultimo tambien tendriamos la cobertura de los tests, es decir hacer tests verificando que cumplen lo que tienen que hacer y van a ser funcionales; dando la maxima cobertura posible y asegurandonos de que estos esten bien realizados e implementados.",5,4,-1,<INSUFICIENTE>,1.67,1.5,4
Q205293180,"Validar las entradas es uno de los primeros pasos y mas importante ya que en funcion de la entrada que se reciba se debera de ejecutar un codigo correspondiente. Lo que pasa es que si la entrada ya la validamos mal, todo el codigo que sigue va a fallar por eso nos tenemos que asegurar que la entrada es correta; así el codigo que que continua deberia de tener una correcta ejecucion y cobertura. 
Esto nos va a ayudar con la robustez del software ya que nos aseguramos que si los primeros datos estan bien el codigo va a funcionar como se espera y en caso de que estos datos esten mal, el codigo que continua no va a dar errores sino que se va a tratar el error para informar al usuario (o persona que lo utilice) y que este sepa como deben de ser los datos de entrada",6,5,-1,<ACEPTABLE>,5,5,5
Q004474161,"El ciclo TDD (Test-Driven Development) es una metodología en la cual se hacen los tests antes del código. Tiene importancia en el desarrollo del software ya que lo primero que hacer al desarrollar es hacer los tests que actuán como prerequisitos, lo que hace que se vaya desarollando el código según los tests. 

El ciclo que sigue el desarrollo es Rojo-Verde-Refactor:

* Rojo: Se hace el test y falla (se pone en rojo) ya que no hay código.

* Verde: Una vez hecho el test, se hace el código para que pase el test correctamente (verde).

* Refactro: Manteniendo el verde, se edita el código para hacerlo más legible, sencillo, etc.",10,7,-3,<ACEPTABLE>,6.67,5,7
Q799823558,"Si comparamos TDD con un enfoque tradicional (EF) de testing podemos ver que:

* En TDD se hacen primero los tests y después el código, y en el EF se hace primero el código y después el test.

* En TDD se usan los test (como prerequisito) para ir desarollando el código y que este los pase, y en el EF se van desarollando los test para lograr que pasen el código.

* TDD es proactivo y el EF es reactivo.",10,7,-3,<ACEPTABLE>,7.14,5,7
Q675600740,"Las buenas prácticas en TDD son aquellas que inician el desarrollo de código una vez desarrollados los tests, por lo que lo primero es hacer estos. A su vez, escribir el menor código posible para pasar de fase roja a verde, y en la fase refactor no volver al rojo, sino mantenerse en verde, mientras mejoramos el código. Esto hace que el código sea lo más eficiente posible y claro.",9,4,-5,<INSUFICIENTE>,3.33,1.5,4
Q205293180,"La importancia de validar las entradas en el contesto de TDD está en que los test no pueden generar errores ni (si no recuerdo mal) estar duplicados, ya que esto generaría que las respuestas de la cobertura nos dieran pie a error ya que nos haría pensar que hay código que no se ejecuta porque no responde al test, cuando en realidad los tests están mal y no ejecutan el código. Esto se realciona directamente con la robustez del software ya que si se validan las entradas, los tests reflejarán bien el código ejecutado y nos ayudará a desarollar código suficiente, eficaz, ordenado y necesario.",2,2,0,<INSUFICIENTE>,5,1.5,2
Q799823558,"En un proceso tradicional, lo primero a realizar es el código de una funcionalidad. Tras llegar a un estado aceptable del mismo, se diseñan unas pruebas que definan una calidad mínima para este programa. Por otro lado, TDD funciona al revés, primero los test y luego el código, el cual se adapta a esos requerimientos iniciales.

Ambas técnicas son igual de válidas, peor cada una en su campo o enfoque. El TDD otorga una estabilidad y robusted que al estilo tradicional le costaría alcanzar, pero por contraparte limita el desarrollo en lo que se define inicialmente, reduciendo la flexibilidad de las funcionalidades. Por otro lado, el estilo tradicional da plena libertad al desarrollador de funcionabilidad para marcar las cotas de proyecto, pero por el contrario los test nunca serán tan precisos, pudiendo perder el enfoque de lo que se debe probar.",9,7,-2,<INSUFICIENTE>,8.57,1.5,7
Q004474161,"TDD (Test Driven Development) es una metodología de desarrollo de software según la cual antes de empezar a programar se definen unos test o pruebas mínimas que deben superar. El proceso se divide en 3 fases: rojo, verde y refactor.  

La primera fase (rojo) es la definión de dichos test iniciales, los cuales marcan unos procesos o metas mínimas que debe cumplir el programa para cumplir su funcionamiento. Su nombre proviene del resultado que dan los test si se prueban en ese momento: rojo. Esto es debido a que en ese momento aún no se ha implementado un código que pueda superar dicho test.

La segunda fase (verde) es la implementación del código. En esta se escriben las funciones necesarias para que dichos test pasen las distintas pruebas. No deben ser perfecto, solo pasar el test (de ahí el nombre, el color que da el test aprobado).

Por último esta la fase de refactor o refactorización, tomando el nombre del proceso homónimo. En esta si se busca optimizar el código y mejorarlo, todo sin alterar ese estado verde del test conseguido en el paso anterior. Se podría decir que aquí es donde se alcanza esa calidad final.

En general, su importancia surge en productos acotados y de carácter empresarial, pues da una estructura robusta y con una especificación clara. Sin embargo, para productos más abiertos, esta metodología podría no tener sentido.",10,7,-3,<EXCELENTE>,4.44,9.5,7
Q675600740,"Lo primordial es seguir el proceso de red-green-refactor a raja tabla, complentando una fase antes de pasar a la siguiente, pues de no hacerlo el desarrollo perdería el sentido. Por otro lado, en TDD el peso del desarrollo recae principalmente en el desarrollo de los test, teniendo que programar todas las características que se quieran implementar antes tan siquiera de hacerlo.",5,3,-2,<INSUFICIENTE>,0,1.5,3
Q205293180,"La validación de entradas es probablemente una de las partes más básicas de TDD, pues se busca que el código solo reciba ciertos tipos de datos desde el primer momento, cumpliendo así con las especificaciones iniciales. Esta prueba inicial del dato logicamente otorga robusted al código, pues desde un primer momento nos encargamos de que solo acepte los datos que tengan sentido o con los que busquemos trabajar.",6,5,-1,<ACEPTABLE>,5,5,5
Q004474161,"El ciclo TDD es un ciclo en el que se propone escribir primero los tests de los requisitos y luego escribir el código que pase dicho test. Este ciclo empieza con una fase roja donde el test está en rojo ya que el código aún no está desarrollado. Luego, se pasa a la fase verde donde se implementa el mínimo código para que esté verde el test. Y para finalizar, pasa a la fase refactor donde refactorizas el código para optimizarlo. Por ejemplo, para refactorizar el código puedes cambiar el nombre de las variables a unos nombres más descriptivos. Este ciclo contiene una series de ventajas que conllevan la importancia en el desarrollo de software.",7,7,0,<BUENO>,5.56,7.5,7
Q799823558,"Por un lado, el enfoque tradicional proponía escribir primero el código y luego los tests. Por otro lado, el enfoque TDD escribe primero los tests y luego los códigos. En el enfoque tradicional, los tests servían como comprobación del código y podían a llegar a ser prescindibles. Sin embargo, en el enfoque TDD son imprescindibles los tests ya que sin ellos no se desarrolla el software.",9,7,-2,<ACEPTABLE>,4.29,5,7
Q675600740,"Una buena práctica en TDD es desarrollar métodos con AAA (Arrange-Act-Assert). Mediante el empleo de AAA en el código de una clase mantienes un orden y diseño de código óptimo. Por ejemplo, en una función de sumar dos números primero (arrange) declaras las variables, luego (act) operas con ellas y finalizas (assert) con el resultado. Por otro lado, otra buena práctica es escribir nombres de clases, variables, métodos descriptivos. Por ejemplo, método escenario resultado: add_dividirPorCero_lanzarExcepcion.",5,3,-2,<INSUFICIENTE>,0,1.5,4
Q205293180,"Dentro de nuestro software tenemos excepciones que debemos evitar, por ejemplo, en una división que no se divida por cero. Dentro del enfoque TDD, es vital validar las entradas para que en el método organizado por AAA podamos pasar a la parte assert sin tener que actuar con la entrada inválida en la parte act. Esto deriva en un software robusto donde maneja las excepciones sin crear errores en nuestro software.",7,7,0,<ACEPTABLE>,5,5,7
Q799823558,"Enfoque tradicional:

* Primero realiza el código y luego los tests.

* Usa los tests a modo de verificación.

* Es reactivo.

* Los tests no son obligatorios, son opcionales.

TDD:

* Primero realiza los tests y a continuación el código.

* Usa los tests a modo de especificación.

* Es proactivo.

* Los tests son obligatorios.",10,7,-3,<ACEPTABLE>,10,5,7
Q004474161,"El TDD (Tests-Driven Developement) es una metodología de desarrollo software que sigue un ciclo el cual es: RED (probamos que los tests fallan), VERDE (Probamos que los tests funcionen con el código más simple posible) y por último REFACTOR (En el cual mejoramos la calidad de los tests una vez ya funcionan).

Es importante ya que nos ayuda a reducir la cantidad de debugs y a la simplificación de código.",7,7,0,<ACEPTABLE>,4.44,5,7
Q675600740,"Para llevar a cabo unas buenas prácticas en el TDD debemos hacer uso de la metodología FIRST la cual consta con cinco puntos clave:

* Fast (F): Los tests funcionan con rapidez.

* Independency (I): Los tests deben de ser independientes entre si.

* Repeteable (R): Los tests deben realizar el mismo funcionamiento y de igual manera en cualquier entorno.

* Self-Validation (S): Tienen una validación propia para saber si funcionan o no.

* Timely (T): 

Su mpacto de calidad en el software es la mejora de código, la reducción de debugging, documentación viva, etc.",6,4,-2,<ACEPTABLE>,0,5,4
Q205293180,"La validación de entradas es clave para tener un código consistente y que no de marguen a errores imprevisto o respuestas no esperadas, de esta manera impedimos que el sistema reciba algo para lo cual no está entrenado dando un mal servicio.",5,4,-1,<ACEPTABLE>,3.33,5,4
Q004474161,"El ciclo TDD (Test Driven Development) describe el ciclo tomado por la metodología de desarrollo de software conocida como TDD. Este ciclo tiene tres pasos principales: Red, Green, Refactor.

El primer paso, Red, consiste en escribir un test que fallé (ya que el código fuente no esta implementado).

Luego, en el paso Green, se escribe el código mínimo para superar el test.

Por último, en el paso Refactor, se mejora el código de la fase previa manteniendo los tests verdes. 

Es decir, el ciclo TDD tiene la siguiente secuencia: Red --> Green --> Refactor.

Siendo TDD una metodología de desarrollo de software, este ciclo es importante para llevar a cabo dicha metodología para trabajar con un test first approach en el desarrollo de un proyecto. Este método de trabajo facilita la detección temprana de bugs, la identificación de fallos, mejora el diseño del código, y sirve como una manera segura y predecible de desarrollar software.",10,8,-2,<EXCELENTE>,5.56,9.5,8
Q799823558,"La metodología de desarrollo de software conocida como TDD (Test Driven Development) tiene como base el desarrollo guiado por tests. En este enfoque, los tests son obligatorios, el desarrollo se basa en dichos tests, y los tests sirven como especificación. Primero se escriben los tests, y luego el código fuente.

En un enfoque tradicional de testing en el desarrollo de software, primero se escribe el código y luego se verifica este código mediante los tests, al contrario que el enfoque visto en TDD. En un enfoque traidicional, los tests no son obligatorios y sirven como verificación del código, no como especificación.",10,7,-3,<BUENO>,7.14,7.5,7
Q675600740,"Existen varias buenas prácticas en TDD. Entre estas se encuentran:

* La nomenclatura de los tests que deben ser descriptivos en cuanto a que se esta testeando y que resultado se espera

* Cada test debe ser independiente. Es decir, se considera buena práctica hacer más tests que verifican funcionalidades individuales y no agrupar varias verificaciones en un mismo test.

* En el paso Green, escribir el código mínimo que cumpla un test.

* En el paso Refactor, mejorar el código de la fase previa sin alterar su funcionalidad. Esto podría ser mejorar la estructura del proyecto (separación de carpetas, etc.), optimizar algortimos, añadir validaciones, etc.

En relación con la calidad del software, seguir estas y otras buenas prácticas dentro de la metodología TDD garantizan un código mas modular, legible y fiable durante su desarrollo.",8,6,-2,<BUENO>,1.67,7.5,7
Q205293180,"En el contexto de TDD (Test Driven Development), la validación de entradas es crucial para el desarrollo y la robustez del software.

La validación de entradas minimiza la aparición de errores, excepciones a base de casos edge y optimiza la seguridad, fiabilidad y robustez del software.",6,7,1,<ACEPTABLE>,5,5,7
Q004474161,"TDD tiene estas fases:

-Rojo: hacer un test que falle.

-Verde: hacer que el test salga verde (que no de errores) con la minima implementacion de codigo.

-Refactor: mejorar los test manteniendo el verde en los test.

Tiene bastante importancia en el desarrollo de software ya que de esta forma nos vamos enterando al instante de los errores en los test.",6,7,1,<ACEPTABLE>,5.56,5,7
Q799823558,"Diferencias:

-TDD empieza haciendo los test y después el código y el tradicional empieza por el código y después hace los test.

-TDD tiene un código preventivo y el tradicional proactivo.

-TDD utiliza menos código.",4,2,-2,<INSUFICIENTE>,0,1.5,2
Q675600740,"-Empezar haciendo un test que salga rojo(error).

-Modificar el test rojo con la menor implementación de codigo para que salga verde(funciona).

-Refactor: mejorar la calidad del test verde.

Esto tiene bastante impacto en la calidad del software ya que todo el código está de manera eficiente y nos permite darnos cuenta de los errores al momento.",4,7,3,<ACEPTABLE>,5,5,7
Q205293180,"La validación de entradas sirve para comprobar duplicaciones o errores, manteniendo la robustez del software.

Por ejemplo si hay un error de entrada o una duplicación eso dará error, perjudicando la robustez del software.",4,3,-1,<INSUFICIENTE>,5,1.5,3
Q799823558,"* TDD primero reliza los test y luego el código, mientras que el tradicional, lo realiza al reves, primero el código y luego los tests.

* TDD contiene menor código",4,2,-2,<INSUFICIENTE>,1.43,1.5,2
Q004474161,"El ciclo TDD es una manejar de probar el código a base de tests, primero se ejecutan los tests y luego el código, para ello se hace uso de 3 fases:

-Test rojo: Se ejecutan los test para que falle

-Test verde: Se añade el código mínimo para que los test pasen

-Refactor: Mejoras el código del test, este debe seguir pasando.

Es importante para el desarrollo ya que al corregir primero los test cuando  han fallado con lo mínimo, cuando haces el refactor mejoras esto y minimizas riesgos de error.",6,7,1,<ACEPTABLE>,5.56,5,7
Q675600740,"* En la fase de test verde, escribir la menor cantidad de código posible

* En la fase de test rojo no pasar los tests

* En la fase de refactor, mejorar el código del verde para mejorar su rendimiento

Estas buenas prácticas, son las que suponen el correcto funcionamiento de este método, y si se realizan correctamente esto supone un código más eficiente y claro ya que al ir mejorando poco a poco vas a saber posibles errores.

Un ejemplo que demuestra esto es, al pasar de la fase verde a refactor, si un test te da error al mejorarlo, sabes que el problema es en el test, no en el código",5,4,-1,<INSUFICIENTE>,1.67,1.5,4
Q205293180,"Validar las entradas es muy necesario, ya que los test TDD no pueden estar duplicados o tener erorres, si esto sucediera, el test daría error y no por el código que analizamos con el test, si no por el propio test. Esta da una gran robustez al sotfware porque el programador confia en el valor de los tests existentes",2,2,0,<INSUFICIENTE>,0,1.5,2
Q799823558,"Tradicional: Las Clases test son creadas despues de produccion, test reactivos, tests basados en el código de producción.

TDD: Las clases test son creadas antes que código de procuccion, tests proactivos, código de producción guiado por tests.",9,3,-6,<INSUFICIENTE>,7.14,1.5,3
Q004474161,"Test-driven development es una metodólogía de desarrollo basada en los test, en esta se desarrollan las pruebas antes que el codigo de poducción. Esta metodologia sigue el ciclo red->green->refactor, primero se desarrolla un test que de error(red), sin el cual no podremos empezar a desarrollar el código de producción, despues se desarrollan tests que corran de manera general y a grandes rasgos (green) y por último se mejora la cobertura del codigo y la estructura de la clase test (Refactor).

 

Su importancia se basa en que reducir el codigo de produccion, solo se escribe lo necesario.",5,5,0,<ACEPTABLE>,3.33,5,5
Q675600740,"FIRST

Fast: Tests rápidos.

Independency: Los tests deben ser independientes.

Repeteable: Los tests deben funcionar en cualquier entorno.
Self-verified: Los tests muestran claramente si pasan o no.
Timely: Tests escritos en el momento preciso.

La calidad del software se ve afectada debido a que esto es lo necesario para que las pruebas sean eficientes(Fast), que los tests no impacten unos con otros (independency), poder trasladar las pruebas a otros entornos(Repeteable), evitar confusiones (Self-verified)",6,4,-2,<INSUFICIENTE>,0,1.5,5
Q205293180,"Las entradas deben ser validadas debido a que existirán parámetros en los que no cualquier tipo de dato será admitido, char, valores negativos... Esto dará robustez a un sistema ya que si por ejemplo el código espera un numero para operar con el y recibe una palabra este fallará.",3,7,4,<ACEPTABLE>,5,5,7
Q799823558,"La diferencia principal entre el enfoque tradicional de testing y el TDD consiste en el momento de elaboración de los tests, ya que en el primero que escribe el código y luego el test, al contrario que en el segundo. Además, en el TDD se realizan tests de integración, mientras que el enfoque tradicional realiza tests unitarios. También hallamos una gran diferencia en cómo se realizan estos tests, ya que en el TDD contamos con 3 fases y en el tradicional sólo con 1.",5,3,-2,<INSUFICIENTE>,0,1.5,3
Q004474161,"El ciclo TDD consiste en la elaboración de los tests antes del código en sí. Para ello, se pasa por 3 fases distintas:
1. Rojo: Elaboración inicial del test. En este paso salen errores, ya que el método aún no ha sido creado.

2. Verde: Se escribe el código que comprobarán los tests, de manera que estos ya funcionan.

3. Refactor: En esta fase se mejoran detalles de los tests, haciendo así que estos estén más completos, como dar nombres más precisos a las variables.

Gracias al método TDD, se obtienen códigos más completos y con un funcionamiento garantizado, ya que se deben contemplar la mayor cantidad de posibilidades a la hora de realizar los tests, asegurándose el programador de que no queden casos sin cubrir.",9,7,-2,<BUENO>,5.56,7.5,7
Q675600740,"El TDD tiene un gran impacto en la calidad el software, puesto que cuanto más se cubra con los test, menos posibilidad de error habrá. En cuanto a sus buenas prácticas,",3,4,1,<INSUFICIENTE>,3.33,1.5,4
Q205293180,"Es esencial que una de los tests realizados en la elaboración de TDD consista en la validación de las entradas, puesto que para llevar a cabo las sucesivas pruebas que permitan comprobar si el código es correcto, las entradas deben serlo. Por ejemplo, en caso de que el código consista en realizar una multiplicación, no sería válido el introducir una letra, puesto que no sería posible llevar a cabo la operación. Esto está relacionado con la robustez del software en el sentido de que el código no dará error simplemente por un fallo inconsciente del usuario.",7,7,0,<ACEPTABLE>,6.67,5,7
Q004474161,"El Test Driven Development es un ciclo de desarrollo de software donde se realizan las pruebas antes que el código, es decir, se utiliza un enfoque proactivo y preventivo, en vez del reactivo de los test normales. Estos test tienen tres tipos de resultados: 

* Rojo: El test da error ya que no está la parte del código sobre la que se realiza el test desarrollada

* Verde: Se ha realizado el mínimo de código para que pase el test

* Refactorización: Se mejora el código.",9,5,-4,<ACEPTABLE>,5.56,5,5
Q799823558,"El TDD es proactivo y preventivo, es decir, el código se basa en el test, al contrario que el enfoque tradicional donde tenemos reactivdad y el test basándose en el código.",8,2,-6,<INSUFICIENTE>,1.43,1.5,2
Q675600740,"Estructura dividida en tres pasos: preparacción, desarrollo y comparación.

Nomenclatura:  ()_parte afectado_resultado esperado",2,2,0,<INSUFICIENTE>,0,1.5,2
Q799823558,"En el TDD lo primero que se hacen son los tests de los métodos que se van a desarrollar y más adelante estos son desarrollados para eliminar el error que nos indique el test para finalmente perfeccionar el código.

En el enfoque tradicional lo normal es desarrollar primero el código para una vez terminado hacer los tests.",8,3,-5,<INSUFICIENTE>,7.14,1.5,3
Q675600740,"Las buenas prácticas más importantes son:

* El desarrollo primero de los tests.

* La independencia de los módulos entre sí.

* El determinismo de los tests (siempre se sepa que salida se espera).",7,4,-3,<ACEPTABLE>,3.33,5,4
Q004474161,"El ciclo TDD es una metodología de desarrollo de software en la que primero se hacen los test que evaluarán los métodos necesarios. Al ejecutarse los tests estosdarán error (red) debido a que no hay métodos, por lo que la siguiente fase consiste en crear los métodos de manera que los tests dejen de dar error (green) y solo dejen de dar error. Finalmente se mejora el código hasta obtener la versión final del método.

Su importancia reside en que con esta metodología se puede desarrollar un software mucho más organizado e independiente entre módulos, a parte de que los tests sirven de autodocumentación del propio código. Aunque esta métodologia también tiene limitaciones como que el desarrollo es más lento y se necesita un cambio de mentalidad en comparación al desarrollo normal si eres nuevo en la metodología.",9,7,-2,<BUENO>,5.56,7.5,7
Q205293180,"Es importante puesto que hay ciertas excepciones (como pueden ser la inserción de negativos o divisiones entre 0) que suelen ser olvidadas al final del desarrollo. Pero si lo primero que se hace antes de empezar a desarrollar código es tener en cuenta los tests que han de ser necesarios que pasen los métodos para que se pueda perfeccionar su desarrollo, estas excepciones no se te deberían olvidar",7,7,0,<ACEPTABLE>,3.33,5,7
Q004474161,"El ciclo TDD (test-driven-developmen) es una metodología de software consiste en una secuencia de tres fases que se utliliza para hacer pruebas unitarias.
La primera fase se llama la fase roja, donde el se escribe la prueba unitaria, pero no la clase que la ejecuta. Ejemplo: Queremos probar si 2+2 = 4 utlilizando la funcion sumar. En el test se escribirá la prueba, pero la función sumar no existirá. 
La segunda fase, es la fase verde, donde se implementa esa función o clase necesaria para que el test salga en verde. Continuando el ejemplo anterior, se implementaría la función sumar con dos argumentos.

La tercera fase, es la fase refractor, donde se añaden test y se mejora la clase o función con el objetivo de que lo test tengan mas cobertura. Ejemplo: Se añade la funcionalidad de sumar numeros negativos o se añade una excepción si en vez de un int se recibe un string",8,5,-3,<ACEPTABLE>,2.22,5,5
Q799823558,"TDD:

* Primero se realiza el test y luego la clase o función

* Test obligatorios

* Se basa en tres fases

* Test unitarios

Enfoque tracicional:

* Se realiza primero la clase y luego se ejecuta el test

* Test opcionales

*  Una sola fase

* Test unitarios o de componentes",8,3,-5,<INSUFICIENTE>,4.29,1.5,3
Q675600740,"Las buenas prácticas de TDD se basan en que con esta metodología, los test son obligatorios y por lo tanto el sistema una vez se saque a producción será mas fiable que uno que no ha utilizado esta metodología, además de estar separado en capas y ser bastante intuitivo.",3,4,1,<INSUFICIENTE>,3.33,1.5,4
Q205293180,"Validar entradas es un aspecto muy importante del TDD ya que la robsutez del software depende mayoritariamente de estas",2,2,0,<INSUFICIENTE>,3.33,1.5,2
Q799823558,"Tradiconal

TDD

Primero codigo, luego test

Primero test, luego codigo

Activo

proactivo

Se basa en la referencia

Se basa en la especificacion

Puede ser opcional

Es obligatorio",9,2,-7,<INSUFICIENTE>,1.43,1.5,2
Q004474161,"El ciclo TDD (test-driven development) se basa en: 

* Rojo: un codigo que falle (queremos que falle)

* Verde: codigo minimo que pase

* Refactor: mejorar el codigo manteniendo el codigo verde para que pase. Esa mejora puede ser: mejora de nombres de variables y métodos, eliminar duplicación, reorganizar estructura...

El TDD es valioso ya que es mucho más especifico que el testing tradicional. En el TDD primero va el test y luego el codigo, es proactivo, especifico.",10,7,-3,<ACEPTABLE>,4.44,5,7
Q675600740,"* Seguir el ciclo: rojo, verde, refactor

* Definir primero el text y luego el código

* Tener una estructura organizada",5,4,-1,<INSUFICIENTE>,1.67,1.5,4
Q205293180,"El sistema es un software que va definido con nuestro test. Es indispensable validar las entradas que están parametrizadas para que nuestro sistema no falle. Al estar parametrizadas el valor se entrada varía según el valor que se le haya indicado en esa entrada concreta, por lo que no todas las entradas podrían ser iguales, por eso debemos ver si cada una de ellas pasan los tests.",6,4,-2,<ACEPTABLE>,5,5,4
Q799823558,"El TDD enfoca a diseñar el codigo en torno a los tests en vez de hacer el codigo y luego testearlo. Permite asi un desarrollo con unos objetivos claros y evitar codigo inutil. Permite un codigo mas claro, al final evitando testeos internos.",8,4,-4,<ACEPTABLE>,1.43,5,4
Q004474161,"El TDD (Test Driven Development) es un tipo de desarrollo en el cual se diseñan unos tests que debe pasar el programa sacados de los requisitos de dicho programa antes de hacer el programa en si. Estos tests apuntan a cubrir todos los requisitos del programa y evitar ningun error. Este tipo de desarrollo esta mas orientado a aplicaciones grandes y equipos experimentados puesto que puede suponer problematico y ralentizar el desarrollo en equipos sin experiencia o no ser util en aplicaciones que sean demos pequeñas o scripts simples",4,7,3,<BUENO>,2.22,7.5,7
Q675600740,"Es importante en el TDD:

- No hacer tests repetidos

* Comprobar la mayor parte del codigo con los tests para comprobar todos los posibles errores(evitando el over testing)

* Que los tests sean coherentes con respecto a los requisitos del codigo y el entorno

* Tener una buena estructura en los tests, poniendoles nombres y mensajes de error claros, personalizados y evitando las variables magicas(variables con nombres no descriptivos

* Hacer tests independientes unos de otros de manera que se puedan validar las funciones de manera independientes",7,6,-1,<ACEPTABLE>,1.67,5,7
